distribution_center_id,distribution_center_name,warehouse_type,region,city,country,manager_id,product_id,storage_type,inventory_units,storage_capacity_units,occupied_capacity_units,utilization_pct,inbound_shipments,outbound_shipments,orders_processed,avg_processing_time_hours,dock_doors,employees,operating_shift,status,record_date,on_time_dispatch_pct,damaged_units,stockout_flag,last_inventory_audit_date
DC0015,Distribution Center 15,Fulfillment Center,Central,Indore,India,MGR0087,P00110,Cold,13554,132690,43543,32.82,19,84,255,10.76,43,225,Morning,Active,2025-03-01,83.69,36,No,2025-02-18
DC0019,Distribution Center 19,Cross-Dock Center,West,Surat,India,MGR0050,P00061,Ambient,1453,51033,48771,95.57,64,72,242,22.51,25,285,Evening,Active,2025-03-01,94.01,39,No,2025-02-25
DC0030,Distribution Center 30,Cross-Dock Center,Central,Nagpur,India,MGR0001,P00087,Ambient,20019,109902,90613,82.45,37,50,2,6.39,13,409,Morning,Active,2025-03-01,72.04,33,No,2025-02-17
DC0008,Distribution Center 08,Regional DC,East,Bhubaneswar,India,MGR0069,P00102,Ambient,17286,92702,55499,59.87,44,28,327,19.39,16,190,Night,Active,2025-03-02,85.68,37,No,2025-02-02
DC0009,Distribution Center 09,Fulfillment Center,West,Pune,India,MGR0028,P00073,Hazardous,9986,73466,42912,58.41,79,62,91,16.12,46,216,Evening,Active,2025-03-02,97.86,29,No,2025-02-28
DC0026,Distribution Center 26,Cold Storage DC,North,Chandigarh,India,MGR0010,P00049,Ambient,15944,26061,13446,51.59,8,44,63,18.67,44,422,Evening,Temporarily Closed,2025-03-02,87.38,4,No,2025-02-02
DC0026,Distribution Center 26,Fulfillment Center,North,Chandigarh,India,MGR0042,P00164,Cold,4158,124088,76658,61.78,71,78,65,15.78,11,498,Morning,Active,2025-03-02,82.89,48,No,2025-02-12
DC0028,Distribution Center 28,Fulfillment Center,East,Bhubaneswar,India,MGR0003,P00194,Ambient,19696,51831,37754,72.84,58,35,202,16.77,43,228,Morning,Active,2025-03-02,90.25,37,No,2025-02-26
DC0002,Distribution Center 02,Fulfillment Center,South,Chennai,India,MGR0022,P00231,Ambient,4663,141639,110497,78.01,8,28,226,19.21,35,44,Evening,Active,2025-03-03,89.87,48,No,2025-02-09
DC0011,Distribution Center 11,Fulfillment Center,North,Jaipur,India,MGR0088,P00024,Ambient,9214,149287,76907,51.52,40,70,34,5.8,45,118,Night,Temporarily Closed,2025-03-03,94.02,9,No,2025-02-08
DC0012,Distribution Center 12,Cold Storage DC,South,Hyderabad,India,MGR0005,P00221,Ambient,16318,139373,134240,96.32,37,56,349,3.11,50,378,Night,Active,2025-03-03,78.98,19,No,2025-02-16
DC0020,Distribution Center 20,Fulfillment Center,Central,Raipur,India,MGR0013,P00105,Ambient,8890,66194,48985,74.0,72,27,297,3.2,48,210,Morning,Active,2025-03-03,99.5,11,No,2025-02-12
DC0028,Distribution Center 28,Regional DC,East,Bhubaneswar,India,MGR0051,P00065,Ambient,1847,45193,18099,40.05,25,40,225,12.44,48,157,Evening,Maintenance,2025-03-03,99.45,16,No,2025-02-10
DC0003,Distribution Center 03,Cold Storage DC,East,Kolkata,India,MGR0038,P00087,Ambient,15041,100604,54580,54.25,4,61,5,8.09,29,213,Morning,Maintenance,2025-03-04,77.12,13,No,2025-02-05
DC0006,Distribution Center 06,Cross-Dock Center,North,Chandigarh,India,MGR0031,P00002,Ambient,13292,109127,64563,59.16,11,32,213,19.54,23,191,Night,Active,2025-03-04,92.26,37,No,2025-02-20
DC0006,Distribution Center 06,Regional DC,North,Chandigarh,India,MGR0028,P00016,Ambient,3590,81900,63320,77.31,63,2,87,2.93,40,497,Evening,Active,2025-03-04,87.3,11,No,2025-03-04
DC0009,Distribution Center 09,Fulfillment Center,West,Pune,India,MGR0027,P00061,Ambient,1234,78669,71808,91.28,20,9,275,5.37,20,86,Evening,Maintenance,2025-03-04,79.18,26,No,2025-03-03
DC0011,Distribution Center 11,Fulfillment Center,North,Jaipur,India,MGR0022,P00119,Cold,5890,93901,60688,64.63,66,95,347,8.22,15,419,Evening,Active,2025-03-04,93.43,6,No,2025-02-13
DC0015,Distribution Center 15,Regional DC,Central,Indore,India,MGR0079,P00176,Frozen,6967,143945,97181,67.51,71,99,31,19.33,27,312,Night,Maintenance,2025-03-04,81.68,12,No,2025-02-25
DC0015,Distribution Center 15,Cold Storage DC,Central,Indore,India,MGR0010,P00188,Cold,11843,89700,62767,69.97,36,67,242,12.66,17,318,Night,Temporarily Closed,2025-03-04,84.92,18,No,2025-02-22
DC0017,Distribution Center 17,Regional DC,South,Kochi,India,MGR0002,P00066,Ambient,17761,136517,73248,53.65,36,60,69,11.45,37,380,Night,Temporarily Closed,2025-03-04,93.8,18,No,2025-03-04
DC0017,Distribution Center 17,Cold Storage DC,South,Kochi,India,MGR0083,P00184,Ambient,4978,58649,53434,91.11,8,38,444,13.68,37,215,Evening,Maintenance,2025-03-04,98.87,2,No,2025-03-03
DC0028,Distribution Center 28,Cold Storage DC,East,Bhubaneswar,India,MGR0086,P00224,Hazardous,11204,72009,30787,42.75,49,66,137,20.1,46,164,Evening,Active,2025-03-04,98.67,31,No,2025-02-12
DC0004,Distribution Center 04,Cold Storage DC,West,Mumbai,India,MGR0099,P00057,Cold,1060,117609,113451,96.46,77,79,288,7.64,50,267,Morning,Maintenance,2025-03-05,87.27,9,No,2025-02-06
DC0004,Distribution Center 04,Cold Storage DC,West,Mumbai,India,MGR0019,P00152,Ambient,19276,105711,72920,68.98,47,6,404,4.77,27,142,Night,Active,2025-03-05,81.49,43,No,2025-02-20
DC0015,Distribution Center 15,Cross-Dock Center,Central,Indore,India,MGR0006,P00212,Ambient,1106,60120,21181,35.23,16,70,246,23.89,40,308,Evening,Maintenance,2025-03-05,89.91,21,No,2025-02-18
DC0017,Distribution Center 17,Fulfillment Center,South,Kochi,India,MGR0098,P00180,Hazardous,851,28660,15095,52.67,56,41,45,11.78,19,357,Morning,Active,2025-03-05,86.45,31,No,2025-02-25
DC0023,Distribution Center 23,Regional DC,East,Kolkata,India,MGR0021,P00210,Ambient,2825,65538,23315,35.57,63,43,444,22.11,50,260,Morning,Active,2025-03-05,88.39,10,No,2025-02-21
DC0025,Distribution Center 25,Regional DC,Central,Bhopal,India,MGR0062,P00071,Ambient,7257,50507,29340,58.09,37,45,61,22.87,33,50,Night,Active,2025-03-05,90.74,45,No,2025-03-01
DC0026,Distribution Center 26,Regional DC,North,Chandigarh,India,MGR0034,P00086,Ambient,231,27598,15525,56.25,61,52,264,22.66,5,235,Evening,Active,2025-03-05,72.44,47,Yes,2025-02-26
DC0030,Distribution Center 30,Cross-Dock Center,Central,Nagpur,India,MGR0006,P00106,Cold,14175,63455,44613,70.31,62,62,121,10.51,20,259,Night,Temporarily Closed,2025-03-05,86.54,2,No,2025-02-15
DC0002,Distribution Center 02,Cross-Dock Center,South,Chennai,India,MGR0023,P00067,Hazardous,20961,137324,89393,65.1,71,3,416,9.99,15,395,Morning,Active,2025-03-06,89.11,40,No,2025-03-06
DC0009,Distribution Center 09,Fulfillment Center,West,Pune,India,MGR0095,P00200,Ambient,16931,42086,13365,31.76,23,55,275,12.96,27,109,Morning,Active,2025-03-06,76.51,19,No,2025-02-10
DC0020,Distribution Center 20,Cold Storage DC,Central,Raipur,India,MGR0043,P00055,Ambient,3237,20250,11337,55.99,6,24,88,3.2,47,69,Night,Temporarily Closed,2025-03-06,86.01,0,No,2025-02-19
DC0020,Distribution Center 20,Cold Storage DC,Central,Raipur,India,MGR0016,P00102,Frozen,4711,53174,33080,62.21,5,11,385,13.97,41,69,Night,Temporarily Closed,2025-03-06,75.53,4,No,2025-02-11
DC0025,Distribution Center 25,Regional DC,Central,Bhopal,India,MGR0012,P00207,Hazardous,8551,76809,71520,93.11,27,32,156,5.14,48,428,Morning,Active,2025-03-06,87.26,20,No,2025-02-16
DC0001,Distribution Center 01,Fulfillment Center,North,Delhi,India,MGR0074,P00044,Hazardous,18126,141798,36747,25.92,48,84,391,16.83,40,272,Night,Active,2025-03-07,87.07,16,No,2025-03-07
DC0004,Distribution Center 04,Regional DC,West,Mumbai,India,MGR0097,P00201,Ambient,9867,90648,62198,68.61,46,73,287,17.06,30,391,Morning,Active,2025-03-07,93.1,40,No,2025-02-09
DC0007,Distribution Center 07,Cold Storage DC,South,Bengaluru,India,MGR0060,P00079,Frozen,4322,111793,28996,25.94,60,72,91,19.96,24,360,Evening,Active,2025-03-07,92.92,8,No,2025-02-23
DC0013,Distribution Center 13,Regional DC,East,Guwahati,India,MGR0031,P00023,Cold,8225,74416,37695,50.65,6,62,163,8.16,47,222,Morning,Maintenance,2025-03-07,97.74,22,No,2025-02-22
DC0015,Distribution Center 15,Cold Storage DC,Central,Indore,India,MGR0028,P00029,Ambient,20342,106999,61157,57.16,13,4,90,17.26,7,418,Night,Active,2025-03-07,77.85,37,No,2025-02-11
DC0015,Distribution Center 15,Regional DC,Central,Indore,India,MGR0031,P00210,Cold,23575,33230,32374,97.42,3,72,281,21.39,30,25,Evening,Active,2025-03-07,77.88,10,No,2025-03-07
DC0017,Distribution Center 17,Cross-Dock Center,South,Kochi,India,MGR0066,P00052,Ambient,20582,57170,35618,62.3,15,94,2,21.8,22,107,Morning,Active,2025-03-07,83.03,28,No,2025-03-04
DC0019,Distribution Center 19,Fulfillment Center,West,Surat,India,MGR0042,P00221,Cold,9609,95689,87442,91.38,20,14,250,9.9,41,375,Morning,Active,2025-03-07,99.43,37,No,2025-02-12
DC0020,Distribution Center 20,Fulfillment Center,Central,Raipur,India,MGR0100,P00055,Hazardous,17896,116080,79081,68.13,57,98,369,6.39,19,147,Evening,Active,2025-03-07,98.39,14,No,2025-02-26
DC0026,Distribution Center 26,Fulfillment Center,North,Chandigarh,India,MGR0055,P00235,Ambient,4543,73030,69709,95.45,15,42,453,10.69,29,180,Night,Active,2025-03-07,85.1,46,No,2025-02-25
DC0003,Distribution Center 03,Fulfillment Center,East,Kolkata,India,MGR0009,P00184,Frozen,5554,76601,73594,96.07,58,75,2,21.63,38,176,Night,Active,2025-03-08,86.2,39,No,2025-02-10
DC0006,Distribution Center 06,Cold Storage DC,North,Chandigarh,India,MGR0088,P00071,Ambient,112,55248,46086,83.42,72,47,139,20.29,38,359,Morning,Active,2025-03-08,85.7,20,Yes,2025-02-21
DC0008,Distribution Center 08,Cold Storage DC,East,Bhubaneswar,India,MGR0049,P00195,Hazardous,8823,136559,96734,70.84,49,31,352,10.48,45,467,Morning,Maintenance,2025-03-08,96.84,45,No,2025-02-06
DC0012,Distribution Center 12,Regional DC,South,Hyderabad,India,MGR0069,P00027,Ambient,24264,130327,65459,50.23,73,84,28,10.61,41,131,Night,Active,2025-03-08,79.58,19,No,2025-02-08
DC0012,Distribution Center 12,Fulfillment Center,South,Hyderabad,India,MGR0078,P00168,Cold,13224,109504,49164,44.9,65,9,439,8.49,43,279,Morning,Active,2025-03-08,74.83,23,No,2025-03-07
DC0014,Distribution Center 14,Cold Storage DC,West,Ahmedabad,India,MGR0080,P00008,Ambient,10995,135264,43568,32.21,27,19,179,16.58,28,291,Morning,Active,2025-03-08,91.87,42,No,2025-03-05
DC0017,Distribution Center 17,Cross-Dock Center,South,Kochi,India,MGR0085,P00103,Ambient,9096,79991,46233,57.8,79,39,483,6.53,9,493,Morning,Maintenance,2025-03-08,91.15,1,No,2025-02-18
DC0003,Distribution Center 03,Cross-Dock Center,East,Kolkata,India,MGR0075,P00050,Ambient,2745,57117,35614,62.35,64,88,351,4.34,46,190,Night,Maintenance,2025-03-09,77.11,20,No,2025-03-07
DC0008,Distribution Center 08,Cross-Dock Center,East,Bhubaneswar,India,MGR0060,P00018,Ambient,1216,48994,24138,49.27,2,34,427,10.52,8,452,Morning,Temporarily Closed,2025-03-09,92.85,35,No,2025-02-08
DC0010,Distribution Center 10,Regional DC,Central,Nagpur,India,MGR0096,P00233,Hazardous,5060,139002,115798,83.31,52,41,65,4.95,41,332,Night,Maintenance,2025-03-09,73.34,1,No,2025-03-09
DC0011,Distribution Center 11,Cross-Dock Center,North,Jaipur,India,MGR0048,P00189,Ambient,18808,100138,35627,35.58,2,1,360,6.88,15,230,Night,Active,2025-03-09,72.77,2,No,2025-03-04
DC0028,Distribution Center 28,Cross-Dock Center,East,Bhubaneswar,India,MGR0028,P00132,Cold,3502,75308,23616,31.36,78,10,376,19.6,27,364,Night,Maintenance,2025-03-09,74.55,37,No,2025-02-12
DC0029,Distribution Center 29,Regional DC,West,Pune,India,MGR0047,P00045,Cold,23715,121480,88600,72.93,1,4,178,6.99,41,219,Morning,Active,2025-03-09,98.65,29,No,2025-02-19
DC0013,Distribution Center 13,Regional DC,East,Guwahati,India,MGR0031,P00028,Ambient,5147,120440,68759,57.09,66,45,492,19.69,20,71,Evening,Active,2025-03-10,83.83,30,No,2025-03-02
DC0016,Distribution Center 16,Regional DC,North,Lucknow,India,MGR0100,P00166,Ambient,2385,48982,19564,39.94,35,49,201,12.04,8,137,Night,Active,2025-03-10,74.15,33,No,2025-02-28
DC0020,Distribution Center 20,Regional DC,Central,Raipur,India,MGR0073,P00156,Frozen,6956,68610,31551,45.99,9,78,174,20.41,19,73,Evening,Maintenance,2025-03-10,87.06,47,No,2025-02-22
DC0028,Distribution Center 28,Cross-Dock Center,East,Bhubaneswar,India,MGR0082,P00105,Ambient,15632,68360,30036,43.94,37,42,363,4.58,24,131,Night,Temporarily Closed,2025-03-10,85.09,18,No,2025-03-09
DC0001,Distribution Center 01,Cross-Dock Center,North,Delhi,India,MGR0098,P00219,Ambient,17965,148831,141705,95.21,52,88,420,10.38,28,272,Morning,Temporarily Closed,2025-03-11,93.5,4,No,2025-03-01
DC0008,Distribution Center 08,Cold Storage DC,East,Bhubaneswar,India,MGR0081,P00069,Ambient,8849,102275,93881,91.79,78,43,319,14.55,33,155,Evening,Active,2025-03-11,97.35,1,No,2025-02-22
DC0019,Distribution Center 19,Fulfillment Center,West,Surat,India,MGR0025,P00051,Ambient,14062,109655,30707,28.0,61,31,459,12.08,33,486,Evening,Active,2025-03-11,74.79,19,No,2025-03-01
DC0020,Distribution Center 20,Cross-Dock Center,Central,Raipur,India,MGR0065,P00178,Ambient,21297,62220,40738,65.47,60,33,385,4.81,43,480,Evening,Active,2025-03-11,74.07,17,No,2025-02-27
DC0023,Distribution Center 23,Regional DC,East,Kolkata,India,MGR0005,P00127,Ambient,2792,53616,25237,47.07,3,76,493,2.07,15,247,Evening,Maintenance,2025-03-11,89.27,17,No,2025-02-18
DC0023,Distribution Center 23,Fulfillment Center,East,Kolkata,India,MGR0035,P00161,Ambient,19119,117247,101063,86.2,5,76,235,15.93,38,47,Morning,Temporarily Closed,2025-03-11,94.21,39,No,2025-02-19
DC0023,Distribution Center 23,Cross-Dock Center,East,Kolkata,India,MGR0056,P00165,Ambient,24110,25590,24370,95.23,66,80,248,20.96,30,23,Night,Active,2025-03-11,89.67,23,No,2025-03-03
DC0024,Distribution Center 24,Cold Storage DC,West,Mumbai,India,MGR0080,P00025,Ambient,9495,140404,136693,97.36,54,8,30,15.32,5,161,Night,Active,2025-03-11,75.91,27,No,2025-02-20
DC0026,Distribution Center 26,Cross-Dock Center,North,Chandigarh,India,MGR0068,P00128,Frozen,14168,127547,107993,84.67,25,86,272,5.63,29,490,Evening,Active,2025-03-11,87.2,32,No,2025-03-11
DC0028,Distribution Center 28,Cold Storage DC,East,Bhubaneswar,India,MGR0024,P00076,Cold,24850,64245,54906,85.46,69,71,249,17.86,9,145,Night,Active,2025-03-11,81.71,15,No,2025-02-23
DC0001,Distribution Center 01,Cross-Dock Center,North,Delhi,India,MGR0014,P00201,Hazardous,849,43625,21144,48.47,9,29,272,21.21,18,281,Evening,Maintenance,2025-03-12,83.2,32,No,2025-03-12
DC0006,Distribution Center 06,Fulfillment Center,North,Chandigarh,India,MGR0074,P00178,Ambient,5989,33123,20601,62.2,10,23,123,5.21,17,497,Morning,Active,2025-03-12,73.13,14,No,2025-03-09
DC0013,Distribution Center 13,Cold Storage DC,East,Guwahati,India,MGR0042,P00107,Ambient,21503,104795,30585,29.19,79,32,473,20.84,42,319,Morning,Active,2025-03-12,82.76,22,No,2025-02-28
DC0013,Distribution Center 13,Regional DC,East,Guwahati,India,MGR0017,P00134,Ambient,23810,118623,46565,39.25,16,99,97,22.88,7,303,Night,Maintenance,2025-03-12,83.1,3,No,2025-02-21
DC0013,Distribution Center 13,Regional DC,East,Guwahati,India,MGR0082,P00156,Frozen,17862,101392,85353,84.18,4,48,341,19.04,50,416,Night,Active,2025-03-12,79.64,14,No,2025-02-26
DC0013,Distribution Center 13,Cold Storage DC,East,Guwahati,India,MGR0041,P00220,Ambient,21119,83648,28059,33.54,23,61,175,10.47,16,361,Morning,Active,2025-03-12,76.98,27,No,2025-03-06
DC0014,Distribution Center 14,Cold Storage DC,West,Ahmedabad,India,MGR0061,P00056,Cold,18005,131376,97835,74.47,64,65,30,10.14,22,140,Night,Active,2025-03-12,73.29,8,No,2025-02-24
DC0020,Distribution Center 20,Fulfillment Center,Central,Raipur,India,MGR0025,P00204,Ambient,4577,90298,44785,49.6,67,23,43,5.12,13,194,Evening,Active,2025-03-12,73.28,9,No,2025-02-28
DC0021,Distribution Center 21,Fulfillment Center,North,Delhi,India,MGR0038,P00250,Cold,23651,75248,34736,46.16,58,63,64,7.91,21,119,Night,Maintenance,2025-03-12,86.55,48,No,2025-03-09
DC0023,Distribution Center 23,Cold Storage DC,East,Kolkata,India,MGR0025,P00178,Ambient,24309,101001,58203,57.63,25,16,111,23.86,23,196,Night,Maintenance,2025-03-12,72.64,1,No,2025-02-23
DC0024,Distribution Center 24,Cold Storage DC,West,Mumbai,India,MGR0078,P00055,Ambient,18245,90426,82854,91.63,14,83,350,18.8,35,135,Morning,Maintenance,2025-03-12,76.85,1,No,2025-02-12
DC0025,Distribution Center 25,Fulfillment Center,Central,Bhopal,India,MGR0019,P00145,Ambient,18629,105285,39855,37.85,66,94,281,1.59,18,498,Morning,Active,2025-03-12,73.32,36,No,2025-02-23
DC0027,Distribution Center 27,Fulfillment Center,South,Bengaluru,India,MGR0035,P00123,Ambient,13866,145368,99755,68.62,13,94,31,14.41,48,162,Morning,Active,2025-03-12,74.47,3,No,2025-02-15
DC0028,Distribution Center 28,Cold Storage DC,East,Bhubaneswar,India,MGR0075,P00132,Ambient,18246,56271,39433,70.08,53,45,220,8.79,8,282,Morning,Active,2025-03-12,99.58,38,No,2025-02-14
DC0029,Distribution Center 29,Cross-Dock Center,West,Pune,India,MGR0077,P00127,Ambient,19197,76290,42494,55.7,79,88,105,10.65,40,298,Night,Temporarily Closed,2025-03-12,75.94,12,No,2025-03-10
DC0030,Distribution Center 30,Fulfillment Center,Central,Nagpur,India,MGR0082,P00162,Ambient,11377,89841,76580,85.24,33,67,151,15.38,27,95,Evening,Active,2025-03-12,96.79,39,No,2025-03-09
DC0007,Distribution Center 07,Fulfillment Center,South,Bengaluru,India,MGR0023,P00067,Ambient,17653,50449,15826,31.37,30,42,316,3.04,17,384,Night,Maintenance,2025-03-13,78.79,44,No,2025-02-20
DC0012,Distribution Center 12,Regional DC,South,Hyderabad,India,MGR0025,P00146,Ambient,14961,102670,53297,51.91,46,63,356,2.94,28,22,Morning,Active,2025-03-13,75.94,36,No,2025-02-24
DC0015,Distribution Center 15,Fulfillment Center,Central,Indore,India,MGR0029,P00015,Ambient,15182,121802,103819,85.24,17,1,26,11.95,37,422,Evening,Maintenance,2025-03-13,94.62,40,No,2025-03-02
DC0015,Distribution Center 15,Fulfillment Center,Central,Indore,India,MGR0053,P00103,Hazardous,9399,92388,78383,84.84,16,76,486,3.86,23,180,Evening,Active,2025-03-13,76.9,29,No,2025-03-09
DC0016,Distribution Center 16,Fulfillment Center,North,Lucknow,India,MGR0065,P00002,Cold,10908,129577,118552,91.49,0,38,284,4.97,23,459,Evening,Temporarily Closed,2025-03-13,92.89,30,No,2025-03-06
DC0020,Distribution Center 20,Fulfillment Center,Central,Raipur,India,MGR0071,P00030,Ambient,16902,93350,80619,86.36,22,60,192,6.85,7,213,Evening,Active,2025-03-13,91.8,9,No,2025-02-18
DC0021,Distribution Center 21,Fulfillment Center,North,Delhi,India,MGR0070,P00242,Cold,12570,130556,89525,68.57,73,42,401,21.77,19,265,Morning,Temporarily Closed,2025-03-13,89.57,14,No,2025-02-21
DC0022,Distribution Center 22,Fulfillment Center,South,Chennai,India,MGR0069,P00246,Hazardous,12439,97429,36286,37.24,70,88,142,9.02,13,147,Evening,Active,2025-03-13,76.35,47,No,2025-03-05
DC0030,Distribution Center 30,Cross-Dock Center,Central,Nagpur,India,MGR0082,P00062,Ambient,2219,62375,36982,59.29,35,32,410,4.41,20,451,Morning,Active,2025-03-13,94.78,47,No,2025-03-11
DC0006,Distribution Center 06,Fulfillment Center,North,Chandigarh,India,MGR0006,P00178,Ambient,5576,60208,24008,39.88,2,16,203,12.63,16,192,Morning,Active,2025-03-14,75.33,37,No,2025-02-17
DC0010,Distribution Center 10,Fulfillment Center,Central,Nagpur,India,MGR0008,P00055,Ambient,2747,52477,49027,93.43,39,31,384,1.52,9,363,Evening,Temporarily Closed,2025-03-14,96.61,25,No,2025-03-02
DC0026,Distribution Center 26,Regional DC,North,Chandigarh,India,MGR0086,P00008,Ambient,13544,79435,74212,93.42,12,27,161,2.79,40,489,Morning,Temporarily Closed,2025-03-14,74.77,29,No,2025-02-27
DC0027,Distribution Center 27,Cross-Dock Center,South,Bengaluru,India,MGR0032,P00207,Ambient,10767,64819,37711,58.18,56,12,389,20.72,19,146,Evening,Active,2025-03-14,97.03,26,No,2025-02-17
DC0030,Distribution Center 30,Fulfillment Center,Central,Nagpur,India,MGR0032,P00211,Hazardous,6526,65809,62568,95.08,73,23,350,5.58,46,132,Night,Active,2025-03-14,72.98,33,No,2025-02-12
DC0001,Distribution Center 01,Regional DC,North,Delhi,India,MGR0030,P00167,Ambient,10641,27907,22561,80.84,56,48,18,8.24,50,84,Night,Maintenance,2025-03-15,89.0,3,No,2025-02-20
DC0002,Distribution Center 02,Regional DC,South,Chennai,India,MGR0003,P00031,Cold,20508,88012,56735,64.46,57,53,317,5.76,19,243,Evening,Temporarily Closed,2025-03-15,92.39,39,No,2025-02-24
DC0003,Distribution Center 03,Fulfillment Center,East,Kolkata,India,MGR0036,P00186,Ambient,23501,37788,28270,74.81,65,23,85,6.22,19,451,Evening,Temporarily Closed,2025-03-15,90.47,15,No,2025-02-28
DC0005,Distribution Center 05,Regional DC,Central,Bhopal,India,MGR0063,P00050,Ambient,22321,96202,26779,27.84,74,89,354,6.01,28,451,Morning,Active,2025-03-15,79.46,22,No,2025-03-07
DC0008,Distribution Center 08,Fulfillment Center,East,Bhubaneswar,India,MGR0032,P00243,Ambient,11269,57270,35234,61.52,56,83,483,14.94,39,265,Evening,Active,2025-03-15,73.23,21,No,2025-02-25
DC0019,Distribution Center 19,Cold Storage DC,West,Surat,India,MGR0047,P00004,Ambient,1217,127186,69889,54.95,27,56,208,5.93,6,431,Night,Temporarily Closed,2025-03-15,81.43,20,No,2025-02-17
DC0019,Distribution Center 19,Fulfillment Center,West,Surat,India,MGR0012,P00124,Hazardous,16419,24226,17372,71.71,34,16,170,9.61,37,463,Night,Active,2025-03-15,83.7,35,No,2025-02-14
DC0019,Distribution Center 19,Regional DC,West,Surat,India,MGR0090,P00170,Ambient,5892,99523,90992,91.43,79,67,378,7.36,41,274,Morning,Active,2025-03-15,93.02,49,No,2025-02-13
